offset,PCs In Normal Form,NEXTPc,Scale Degrees,file,Composer,Piece,Time Signature,Key,Mode,NEXTChord,PC1,SetClass,SetClassBigram,SDBigram
22,"[2, 5, 9]","[6, 9, 0]","[2, 5, 9]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[6, 9, 0]",2,"[0, 3, 7]","[0, 3, 7]_4_[0, 3, 6]","[2, 5, 9]_[6, 9, 0]"
23,"[6, 9, 0]","[7, 11, 2]","[6, 9, 0]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",6,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[6, 9, 0]_[7, 11, 2]"
24,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
25,"[0, 4, 7]",x,"[0, 4, 7]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[11, 2, 5]","[0, 4, 7]",tchaik.symph6,tchaik,.symph6,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 6]","[0, 4, 7]_[11, 2, 5]"
1,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",tchaik.symph6,tchaik,.symph6,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
2,"[0, 4, 7]","[1, 4, 8]","[0, 4, 7]",tchaik.symph6,tchaik,.symph6,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",0,"[0, 4, 7]","[0, 4, 7]_1_[0, 3, 7]","[0, 4, 7]_[1, 4, 8]"
3,"[1, 4, 8]","[2, 5, 9]","[1, 4, 8]",tchaik.symph6,tchaik,.symph6,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",1,"[0, 3, 7]","[0, 3, 7]_1_[0, 3, 7]","[1, 4, 8]_[2, 5, 9]"
4,"[2, 5, 9]","[11, 2, 5]","[2, 5, 9]",tchaik.symph6,tchaik,.symph6,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",2,"[0, 3, 7]","[0, 3, 7]_9_[0, 3, 6]","[2, 5, 9]_[11, 2, 5]"
5,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",tchaik.symph6,tchaik,.symph6,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
6,"[0, 4, 7]","[6, 9, 0]","[0, 4, 7]",tchaik.symph6,tchaik,.symph6,"[4, 1, 0.5]",0,Major,"[6, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_6_[0, 3, 6]","[0, 4, 7]_[6, 9, 0]"
7,"[6, 9, 0]","[7, 11, 2]","[6, 9, 0]",tchaik.symph6,tchaik,.symph6,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",6,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[6, 9, 0]_[7, 11, 2]"
8,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",tchaik.symph6,tchaik,.symph6,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
9,"[0, 4, 7]",x,"[0, 4, 7]",tchaik.symph6,tchaik,.symph6,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 3, 7]","[0, 4, 7]_[0, 3, 7]"
0,"[0, 3, 7]","[11, 2, 5]","[0, 3, 7]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 3, 7]","[0, 3, 7]_11_[0, 3, 6]","[0, 3, 7]_[11, 2, 5]"
1,"[11, 2, 5]","[0, 3, 7]","[11, 2, 5]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 3, 7]","[11, 2, 5]_[0, 3, 7]"
2,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
3,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
4,"[0, 3, 7]","[11, 2, 5]","[0, 3, 7]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 3, 7]","[0, 3, 7]_11_[0, 3, 6]","[0, 3, 7]_[11, 2, 5]"
5,"[11, 2, 5]","[0, 3, 7]","[11, 2, 5]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 3, 7]","[11, 2, 5]_[0, 3, 7]"
6,"[0, 3, 7]","[2, 5, 8]","[0, 3, 7]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[2, 5, 8]",0,"[0, 3, 7]","[0, 3, 7]_2_[0, 3, 6]","[0, 3, 7]_[2, 5, 8]"
7,"[2, 5, 8]","[7, 11, 2]","[2, 5, 8]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 6]","[0, 3, 6]_5_[0, 4, 7]","[2, 5, 8]_[7, 11, 2]"
8,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
9,"[0, 3, 7]","[8, 0, 3]","[0, 3, 7]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",0,"[0, 3, 7]","[0, 3, 7]_8_[0, 4, 7]","[0, 3, 7]_[8, 0, 3]"
10,"[8, 0, 3]","[2, 5, 8]","[8, 0, 3]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[2, 5, 8]",8,"[0, 4, 7]","[0, 4, 7]_6_[0, 3, 6]","[8, 0, 3]_[2, 5, 8]"
11,"[2, 5, 8]","[7, 11, 2]","[2, 5, 8]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 6]","[0, 3, 6]_5_[0, 4, 7]","[2, 5, 8]_[7, 11, 2]"
12,"[7, 11, 2]","[5, 8, 0]","[7, 11, 2]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",7,"[0, 4, 7]","[0, 4, 7]_10_[0, 3, 7]","[7, 11, 2]_[5, 8, 0]"
13,"[5, 8, 0]","[11, 2, 5]","[5, 8, 0]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",5,"[0, 3, 7]","[0, 3, 7]_6_[0, 3, 6]","[5, 8, 0]_[11, 2, 5]"
14,"[11, 2, 5]","[0, 3, 7]","[11, 2, 5]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 3, 7]","[11, 2, 5]_[0, 3, 7]"
15,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
16,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
17,"[0, 3, 7]","[3, 7, 10]","[0, 3, 7]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[3, 7, 10]",0,"[0, 3, 7]","[0, 3, 7]_3_[0, 4, 7]","[0, 3, 7]_[3, 7, 10]"
18,"[3, 7, 10]","[7, 11, 2]","[3, 7, 10]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",3,"[0, 4, 7]","[0, 4, 7]_4_[0, 4, 7]","[3, 7, 10]_[7, 11, 2]"
19,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
20,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
21,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
22,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
23,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
24,"[0, 3, 7]","[5, 8, 0]","[0, 3, 7]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",0,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[0, 3, 7]_[5, 8, 0]"
25,"[5, 8, 0]","[0, 3, 7]","[5, 8, 0]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",5,"[0, 3, 7]","[0, 3, 7]_7_[0, 3, 7]","[5, 8, 0]_[0, 3, 7]"
26,"[0, 3, 7]","[2, 5, 8]","[0, 3, 7]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[2, 5, 8]",0,"[0, 3, 7]","[0, 3, 7]_2_[0, 3, 6]","[0, 3, 7]_[2, 5, 8]"
27,"[2, 5, 8]","[7, 11, 2]","[2, 5, 8]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 6]","[0, 3, 6]_5_[0, 4, 7]","[2, 5, 8]_[7, 11, 2]"
28,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
29,"[0, 3, 7]",x,"[0, 3, 7]",bach.jesu,bach,.jesu,"[4, 1, 0.5]",0,Major,x,0,"[0, 3, 7]","[0, 3, 7]_0_[0, 3, 7]","[0, 3, 7]_[0, 3, 7]"
0,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",beet.son10-3.II,beet,-3.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
1,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",beet.son10-3.II,beet,-3.II,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
2,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",beet.son10-3.II,beet,-3.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
3,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",beet.son10-3.II,beet,-3.II,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
4,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",beet.son10-3.II,beet,-3.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
5,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",beet.son10-3.II,beet,-3.II,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
6,"[0, 3, 7]",x,"[0, 3, 7]",beet.son10-3.II,beet,-3.II,"[4, 1, 0.5]",0,Major,x,0,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[0, 3, 7]_[5, 8, 0]"
0,"[5, 8, 0]","[2, 5, 8]","[5, 8, 0]",beet.son14-1.III,beet,1.III,"[4, 1, 0.5]",0,Major,"[2, 5, 8]",5,"[0, 3, 7]","[0, 3, 7]_9_[0, 3, 6]","[5, 8, 0]_[2, 5, 8]"
1,"[2, 5, 8]","[7, 11, 2]","[2, 5, 8]",beet.son14-1.III,beet,1.III,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 6]","[0, 3, 6]_5_[0, 4, 7]","[2, 5, 8]_[7, 11, 2]"
2,"[7, 11, 2]","[8, 0, 3]","[7, 11, 2]",beet.son14-1.III,beet,1.III,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",7,"[0, 4, 7]","[0, 4, 7]_1_[0, 4, 7]","[7, 11, 2]_[8, 0, 3]"
3,"[8, 0, 3]","[4, 7, 10]","[8, 0, 3]",beet.son14-1.III,beet,1.III,"[4, 1, 0.5]",0,Major,"[4, 7, 10]",8,"[0, 4, 7]","[0, 4, 7]_8_[0, 3, 6]","[8, 0, 3]_[4, 7, 10]"
4,"[4, 7, 10]","[5, 8, 0]","[4, 7, 10]",beet.son14-1.III,beet,1.III,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",4,"[0, 3, 6]","[0, 3, 6]_1_[0, 3, 7]","[4, 7, 10]_[5, 8, 0]"
5,"[5, 8, 0]","[2, 5, 8]","[5, 8, 0]",beet.son14-1.III,beet,1.III,"[4, 1, 0.5]",0,Major,"[2, 5, 8]",5,"[0, 3, 7]","[0, 3, 7]_9_[0, 3, 6]","[5, 8, 0]_[2, 5, 8]"
6,"[2, 5, 8]","[6, 9, 0]","[2, 5, 8]",beet.son14-1.III,beet,1.III,"[4, 1, 0.5]",0,Major,"[6, 9, 0]",2,"[0, 3, 6]","[0, 3, 6]_4_[0, 3, 6]","[2, 5, 8]_[6, 9, 0]"
7,"[6, 9, 0]","[7, 11, 2]","[6, 9, 0]",beet.son14-1.III,beet,1.III,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",6,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[6, 9, 0]_[7, 11, 2]"
8,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",beet.son14-1.III,beet,1.III,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
9,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",beet.son14-1.III,beet,1.III,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
10,"[7, 11, 2]",x,"[7, 11, 2]",beet.son14-1.III,beet,1.III,"[4, 1, 0.5]",0,Major,x,7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
0,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",beet.son2-3.III,beet,3.III,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
1,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",beet.son2-3.III,beet,3.III,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
2,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",beet.son2-3.III,beet,3.III,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
3,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",beet.son2-3.III,beet,3.III,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
4,"[0, 3, 7]","[2, 5, 8]","[0, 3, 7]",beet.son2-3.III,beet,3.III,"[4, 1, 0.5]",0,Major,"[2, 5, 8]",0,"[0, 3, 7]","[0, 3, 7]_2_[0, 3, 6]","[0, 3, 7]_[2, 5, 8]"
5,"[2, 5, 8]","[7, 11, 2]","[2, 5, 8]",beet.son2-3.III,beet,3.III,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 6]","[0, 3, 6]_5_[0, 4, 7]","[2, 5, 8]_[7, 11, 2]"
6,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",beet.son2-3.III,beet,3.III,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
7,"[0, 3, 7]",x,"[0, 3, 7]",beet.son2-3.III,beet,3.III,"[4, 1, 0.5]",0,Major,x,0,"[0, 3, 7]","[0, 3, 7]_0_[0, 3, 7]","[0, 3, 7]_[0, 3, 7]"
0,"[0, 3, 7]","[8, 0, 3]","[0, 3, 7]",beet.son27-2.I,beet,7-2.I,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",0,"[0, 3, 7]","[0, 3, 7]_8_[0, 4, 7]","[0, 3, 7]_[8, 0, 3]"
1,"[8, 0, 3]","[1, 4, 8]","[8, 0, 3]",beet.son27-2.I,beet,7-2.I,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",8,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[8, 0, 3]_[1, 4, 8]"
2,"[1, 4, 8]","[7, 11, 2]","[1, 4, 8]",beet.son27-2.I,beet,7-2.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",1,"[0, 3, 7]","[0, 3, 7]_6_[0, 4, 7]","[1, 4, 8]_[7, 11, 2]"
3,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",beet.son27-2.I,beet,7-2.I,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
4,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",beet.son27-2.I,beet,7-2.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
5,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",beet.son27-2.I,beet,7-2.I,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
6,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",beet.son27-2.I,beet,7-2.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
7,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",beet.son27-2.I,beet,7-2.I,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
8,"[0, 3, 7]","[5, 8, 0]","[0, 3, 7]",beet.son27-2.I,beet,7-2.I,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",0,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[0, 3, 7]_[5, 8, 0]"
9,"[5, 8, 0]",x,"[5, 8, 0]",beet.son27-2.I,beet,7-2.I,"[4, 1, 0.5]",0,Major,x,5,"[0, 3, 7]","[0, 3, 7]_2_[0, 4, 7]","[5, 8, 0]_[7, 11, 2]"
0,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
1,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
2,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
3,"[0, 3, 7]","[10, 2, 5]","[0, 3, 7]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[10, 2, 5]",0,"[0, 3, 7]","[0, 3, 7]_10_[0, 4, 7]","[0, 3, 7]_[10, 2, 5]"
4,"[10, 2, 5]","[3, 7, 10]","[10, 2, 5]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[3, 7, 10]",10,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[10, 2, 5]_[3, 7, 10]"
5,"[3, 7, 10]","[1, 4, 8]","[3, 7, 10]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",3,"[0, 4, 7]","[0, 4, 7]_10_[0, 3, 7]","[3, 7, 10]_[1, 4, 8]"
6,"[1, 4, 8]","[7, 11, 2]","[1, 4, 8]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",1,"[0, 3, 7]","[0, 3, 7]_6_[0, 4, 7]","[1, 4, 8]_[7, 11, 2]"
7,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
8,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
9,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
10,"[0, 3, 7]","[2, 5, 8]","[0, 3, 7]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[2, 5, 8]",0,"[0, 3, 7]","[0, 3, 7]_2_[0, 3, 6]","[0, 3, 7]_[2, 5, 8]"
11,"[2, 5, 8]","[7, 11, 2]","[2, 5, 8]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 6]","[0, 3, 6]_5_[0, 4, 7]","[2, 5, 8]_[7, 11, 2]"
12,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
13,"[0, 3, 7]","[8, 0, 3]","[0, 3, 7]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",0,"[0, 3, 7]","[0, 3, 7]_8_[0, 4, 7]","[0, 3, 7]_[8, 0, 3]"
14,"[8, 0, 3]",x,"[8, 0, 3]",chop.maz63-2,chop,z63-2,"[4, 1, 0.5]",0,Major,x,8,"[0, 4, 7]","[0, 4, 7]_11_[0, 4, 7]","[8, 0, 3]_[7, 11, 2]"
0,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
1,"[0, 3, 7]","[8, 0, 3]","[0, 3, 7]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",0,"[0, 3, 7]","[0, 3, 7]_8_[0, 4, 7]","[0, 3, 7]_[8, 0, 3]"
2,"[8, 0, 3]","[10, 2, 5]","[8, 0, 3]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[10, 2, 5]",8,"[0, 4, 7]","[0, 4, 7]_2_[0, 4, 7]","[8, 0, 3]_[10, 2, 5]"
3,"[10, 2, 5]","[3, 7, 10]","[10, 2, 5]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[3, 7, 10]",10,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[10, 2, 5]_[3, 7, 10]"
4,"[3, 7, 10]","[7, 11, 2]","[3, 7, 10]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",3,"[0, 4, 7]","[0, 4, 7]_4_[0, 4, 7]","[3, 7, 10]_[7, 11, 2]"
5,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
6,"[0, 3, 7]","[5, 8, 0]","[0, 3, 7]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",0,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[0, 3, 7]_[5, 8, 0]"
7,"[5, 8, 0]","[0, 3, 7]","[5, 8, 0]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",5,"[0, 3, 7]","[0, 3, 7]_7_[0, 3, 7]","[5, 8, 0]_[0, 3, 7]"
8,"[0, 3, 7]","[5, 8, 0]","[0, 3, 7]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",0,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[0, 3, 7]_[5, 8, 0]"
